benefit_id,period,month,benefit_category,benefit,strategic_theme,business_unit,domain,ai_use_case_id,ai_use_case_name,executive_sponsor,product_owner,delivery_team,status,stage,maturity,actual,target,previous_period,variance_pct,ytd_value,fy_target,unit,confidence,data_source,evidence,contributing_systems,contributing_ai_models,risks,opportunities,dependencies,owner,financial_owner,last_updated,commentary,approval_status,approved_by
BI-CM-006-VALUE,2026-06,June,Financial,Annual Benefits Realised,"Enable closed-loop self-healing RAN operations by detecting, diagnosing, fixing and validating faults automatically.",ASOC,Configuration Management,CM-006,AI-Driven Alarm Intelligence & Self-Healing (RAN),Craig Clarke,CM RAN Team,ASOC Configuration Management,Planned,Forecast,Optimised,363743.99,350000.0,349743.99,4.0,2182463.94,4200000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduced MTTR and self-healing operations,"Huawei NCE, Nokia NSP, RITA, Automation Engine","Rules automation, LLM assistant, predictive analytics",,Scale AI-Driven Alarm Intelligence & Self-Healing (RAN) across additional ASOC processes and OPCOs where reusable.,Closed-loop RAN self-healing for selected alarm classes,CM RAN Team,ASOC Finance,2026-06-30,"2026-06: AI-Driven Alarm Intelligence & Self-Healing (RAN) contributed R value in Configuration Management, linked directly to dashboard use case CM-006.",Draft,
BI-CM-006-HOURS,2026-06,June,Operational,Productivity Hours Saved,"Enable closed-loop self-healing RAN operations by detecting, diagnosing, fixing and validating faults automatically.",ASOC,Configuration Management,CM-006,AI-Driven Alarm Intelligence & Self-Healing (RAN),Craig Clarke,CM RAN Team,ASOC Configuration Management,Planned,Forecast,Optimised,519.6,500.0,499.6,4.0,3117.6,6000.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduced MTTR and self-healing operations,"Huawei NCE, Nokia NSP, RITA, Automation Engine","Rules automation, LLM assistant, predictive analytics",,Scale AI-Driven Alarm Intelligence & Self-Healing (RAN) across additional ASOC processes and OPCOs where reusable.,Closed-loop RAN self-healing for selected alarm classes,CM RAN Team,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for AI-Driven Alarm Intelligence & Self-Healing (RAN).,Draft,
BI-CM-006-MTTR,2026-06,June,Operational,MTTR Improvement,"Enable closed-loop self-healing RAN operations by detecting, diagnosing, fixing and validating faults automatically.",ASOC,Configuration Management,CM-006,AI-Driven Alarm Intelligence & Self-Healing (RAN),Craig Clarke,CM RAN Team,ASOC Configuration Management,Planned,Forecast,Optimised,15.6,15.0,15.0,4.0,15.6,15.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduced MTTR and self-healing operations,"Huawei NCE, Nokia NSP, RITA, Automation Engine","Rules automation, LLM assistant, predictive analytics",,Scale AI-Driven Alarm Intelligence & Self-Healing (RAN) across additional ASOC processes and OPCOs where reusable.,Closed-loop RAN self-healing for selected alarm classes,CM RAN Team,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for AI-Driven Alarm Intelligence & Self-Healing (RAN) in Configuration Management.,Draft,
BI-CM-006-REUSE,2026-06,June,Reuse,Reuse Score,"Enable closed-loop self-healing RAN operations by detecting, diagnosing, fixing and validating faults automatically.",ASOC,Configuration Management,CM-006,AI-Driven Alarm Intelligence & Self-Healing (RAN),Craig Clarke,CM RAN Team,ASOC Configuration Management,Planned,Forecast,Optimised,5,5,4.9,2.0,5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduced MTTR and self-healing operations,"Huawei NCE, Nokia NSP, RITA, Automation Engine","Rules automation, LLM assistant, predictive analytics",,Scale AI-Driven Alarm Intelligence & Self-Healing (RAN) across additional ASOC processes and OPCOs where reusable.,Closed-loop RAN self-healing for selected alarm classes,CM RAN Team,ASOC Finance,2026-06-30,2026-06: reuse potential for AI-Driven Alarm Intelligence & Self-Healing (RAN) assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-001-VALUE,2026-01,January,Financial,Annual Benefits Realised,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,264929.05,333333.33,251595.72,5.3,264929.05,4000000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-01: OSS: Agentic API Automation contributed R value in OSS, linked directly to dashboard use case OSS-001.",Draft,
BI-OSS-001-HOURS,2026-01,January,Operational,Productivity Hours Saved,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,364.3,458.3,345.9,5.3,364.3,5500.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for OSS: Agentic API Automation.,Draft,
BI-OSS-001-MTTR,2026-01,January,Operational,MTTR Improvement,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.0,5.0,3.8,5.3,4.0,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for OSS: Agentic API Automation in OSS.,Draft,
BI-OSS-001-REUSE,2026-01,January,Reuse,Reuse Score,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.4,5,4.3,2.3,4.4,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-01: reuse potential for OSS: Agentic API Automation assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-001-VALUE,2026-02,February,Financial,Annual Benefits Realised,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,279414.12,333333.33,266080.79,5.0,558828.24,4000000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-02: OSS: Agentic API Automation contributed R value in OSS, linked directly to dashboard use case OSS-001.",Draft,
BI-OSS-001-HOURS,2026-02,February,Operational,Productivity Hours Saved,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,384.2,458.3,365.9,5.0,768.4,5500.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for OSS: Agentic API Automation.,Draft,
BI-OSS-001-MTTR,2026-02,February,Operational,MTTR Improvement,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.2,5.0,4.0,5.0,4.2,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for OSS: Agentic API Automation in OSS.,Draft,
BI-OSS-001-REUSE,2026-02,February,Reuse,Reuse Score,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.5,5,4.4,2.3,4.5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-02: reuse potential for OSS: Agentic API Automation assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-001-VALUE,2026-03,March,Financial,Annual Benefits Realised,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,291373.19,333333.33,278039.86,4.8,874119.57,4000000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-03: OSS: Agentic API Automation contributed R value in OSS, linked directly to dashboard use case OSS-001.",Draft,
BI-OSS-001-HOURS,2026-03,March,Operational,Productivity Hours Saved,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,400.6,458.3,382.3,4.8,1201.8,5500.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for OSS: Agentic API Automation.,Draft,
BI-OSS-001-MTTR,2026-03,March,Operational,MTTR Improvement,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.4,5.0,4.2,4.8,4.4,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-03: MTTR contribution tracked for OSS: Agentic API Automation in OSS.,Draft,
BI-OSS-001-REUSE,2026-03,March,Reuse,Reuse Score,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.6,5,4.5,2.2,4.6,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-03: reuse potential for OSS: Agentic API Automation assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-001-VALUE,2026-04,April,Financial,Annual Benefits Realised,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,306666.73,333333.33,293333.4,4.5,1226666.92,4000000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-04: OSS: Agentic API Automation contributed R value in OSS, linked directly to dashboard use case OSS-001.",Draft,
BI-OSS-001-HOURS,2026-04,April,Operational,Productivity Hours Saved,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,421.7,458.3,403.3,4.6,1686.8,5500.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-04: productivity hours saved from automation/reduced manual effort for OSS: Agentic API Automation.,Draft,
BI-OSS-001-MTTR,2026-04,April,Operational,MTTR Improvement,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.6,5.0,4.4,4.5,4.6,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-04: MTTR contribution tracked for OSS: Agentic API Automation in OSS.,Draft,
BI-OSS-001-REUSE,2026-04,April,Reuse,Reuse Score,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.8,5,4.7,2.1,4.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-04: reuse potential for OSS: Agentic API Automation assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-001-VALUE,2026-05,May,Financial,Annual Benefits Realised,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,328089.51,333333.33,314756.18,4.2,1640447.55,4000000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-05: OSS: Agentic API Automation contributed R value in OSS, linked directly to dashboard use case OSS-001.",Draft,
BI-OSS-001-HOURS,2026-05,May,Operational,Productivity Hours Saved,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,451.1,458.3,432.8,4.2,2255.5,5500.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for OSS: Agentic API Automation.,Draft,
BI-OSS-001-MTTR,2026-05,May,Operational,MTTR Improvement,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.9,5.0,4.7,4.3,4.9,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-05: MTTR contribution tracked for OSS: Agentic API Automation in OSS.,Draft,
BI-OSS-001-REUSE,2026-05,May,Reuse,Reuse Score,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.9,5,4.8,2.1,4.9,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-05: reuse potential for OSS: Agentic API Automation assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-001-VALUE,2026-06,June,Financial,Annual Benefits Realised,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,352801.11,333333.33,339467.78,3.9,2116806.66,4000000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-06: OSS: Agentic API Automation contributed R value in OSS, linked directly to dashboard use case OSS-001.",Draft,
BI-OSS-001-HOURS,2026-06,June,Operational,Productivity Hours Saved,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,485.1,458.3,466.8,3.9,2910.6,5500.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for OSS: Agentic API Automation.,Draft,
BI-OSS-001-MTTR,2026-06,June,Operational,MTTR Improvement,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,5.3,5.0,5.1,3.9,5.3,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for OSS: Agentic API Automation in OSS.,Draft,
BI-OSS-001-REUSE,2026-06,June,Reuse,Reuse Score,Create a reusable agentic API execution layer for cross-domain automation.,ASOC,OSS,OSS-001,OSS: Agentic API Automation,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,5,5,4.9,2.0,5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in provisioning and manual operational effort,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Agentic API Automation across additional ASOC processes and OPCOs where reusable.,Governed agentic API automation capability,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-06: reuse potential for OSS: Agentic API Automation assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-002-VALUE,2026-01,January,Financial,Annual Benefits Realised,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,165580.66,208333.33,157247.33,5.3,165580.66,2500000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-01: OSS: Unified Incident Intelligence contributed R value in OSS, linked directly to dashboard use case OSS-002.",Draft,
BI-OSS-002-HOURS,2026-01,January,Operational,Productivity Hours Saved,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,238.4,300.0,226.4,5.3,238.4,3600.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for OSS: Unified Incident Intelligence.,Draft,
BI-OSS-002-MTTR,2026-01,January,Operational,MTTR Improvement,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,6.4,8.0,6.0,6.7,6.4,8.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for OSS: Unified Incident Intelligence in OSS.,Draft,
BI-OSS-002-REUSE,2026-01,January,Reuse,Reuse Score,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.4,5,4.3,2.3,4.4,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-01: reuse potential for OSS: Unified Incident Intelligence assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-002-VALUE,2026-02,February,Financial,Annual Benefits Realised,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,174633.83,208333.33,166300.49,5.0,349267.66,2500000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-02: OSS: Unified Incident Intelligence contributed R value in OSS, linked directly to dashboard use case OSS-002.",Draft,
BI-OSS-002-HOURS,2026-02,February,Operational,Productivity Hours Saved,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,251.5,300.0,239.5,5.0,503.0,3600.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for OSS: Unified Incident Intelligence.,Draft,
BI-OSS-002-MTTR,2026-02,February,Operational,MTTR Improvement,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,6.7,8.0,6.4,4.7,6.7,8.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for OSS: Unified Incident Intelligence in OSS.,Draft,
BI-OSS-002-REUSE,2026-02,February,Reuse,Reuse Score,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,4.5,5,4.4,2.3,4.5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,2026-02: reuse potential for OSS: Unified Incident Intelligence assessed against ASOC cross-domain scaling.,Draft,
BI-OSS-002-VALUE,2026-03,March,Financial,Annual Benefits Realised,"Federate incident intelligence across Network, IT and Fintech into one conversational operational view.",ASOC,OSS,OSS-002,OSS: Unified Incident Intelligence,Henry Arnold,Enock Westy Khunoana,ASOC OSS,Sandbox,Forecast,Optimised,182108.25,208333.33,173774.91,4.8,546324.75,2500000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduced manual effort across multiple tools and improved response times,"UIM, UTIA, Helix, Jira, WSO2",Automation analytics,,Scale OSS: Unified Incident Intelligence across additional ASOC processes and OPCOs where reusable.,Unified cross-domain incident intelligence interface,Enock Westy Khunoana,ASOC Finance,2026-06-30,"2026-03: OSS: Unified Incident Intelligence contributed R value in OSS, linked directly to dashboard use case OSS-002.",Draft,
